category,location,capture_date,relpath,filename,width,height,megapixels,orientation,size_mb,SELECT_yes,draft_title,draft_price_usd
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075702_0010_1758997799830_photo.JPG,dji_fly_20250927_075702_0010_1758997799830_photo.JPG,8192,6144,50.3,landscape,16.5,,Palisades Reservoir Mountain Vista No. 55,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075708_0011_1758997800497_photo.JPG,dji_fly_20250927_075708_0011_1758997800497_photo.JPG,8192,6144,50.3,landscape,16.4,,Palisades Reservoir Mountain Vista No. 56,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075718_0012_1758997801074_photo.JPG,dji_fly_20250927_075718_0012_1758997801074_photo.JPG,8192,6144,50.3,landscape,13.6,,Palisades Reservoir Mountain Vista No. 57,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075728_0013_1758997801665_photo.JPG,dji_fly_20250927_075728_0013_1758997801665_photo.JPG,8192,6144,50.3,landscape,14.0,,Palisades Reservoir Mountain Vista No. 58,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075740_0014_1758997779304_photo.JPG,dji_fly_20250927_075740_0014_1758997779304_photo.JPG,12288,6912,84.9,landscape,33.6,,Palisades Reservoir Mountain Vista No. 59,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075806_0015_1758997780864_photo.JPG,dji_fly_20250927_075806_0015_1758997780864_photo.JPG,12288,6912,84.9,landscape,13.8,,Palisades Reservoir Mountain Vista No. 60,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_075818_0016_1758997782464_photo.JPG,dji_fly_20250927_075818_0016_1758997782464_photo.JPG,12288,6912,84.9,landscape,15.1,,Palisades Reservoir Mountain Vista No. 61,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_090836_0018_1758997797793_photo.JPG,dji_fly_20250927_090836_0018_1758997797793_photo.JPG,12288,6912,84.9,landscape,37.0,,Palisades Reservoir Mountain Vista No. 62,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_090912_0019_1758997720151_photo.JPG,dji_fly_20250927_090912_0019_1758997720151_photo.JPG,8192,6144,50.3,landscape,14.4,,Palisades Reservoir Mountain Vista No. 63,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094322_0021_1758997773888_photo.JPG,dji_fly_20250927_094322_0021_1758997773888_photo.JPG,12288,6912,84.9,landscape,47.1,,Palisades Reservoir Mountain Vista No. 64,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094402_0022_1758997775779_photo.JPG,dji_fly_20250927_094402_0022_1758997775779_photo.JPG,12288,6912,84.9,landscape,46.9,,Palisades Reservoir Mountain Vista No. 65,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094436_0023_1758997777818_photo.JPG,dji_fly_20250927_094436_0023_1758997777818_photo.JPG,12288,6912,84.9,landscape,53.6,,Palisades Reservoir Mountain Vista No. 66,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094454_0024_1758997645241_photo.JPG,dji_fly_20250927_094454_0024_1758997645241_photo.JPG,12288,6912,84.9,landscape,51.4,,Palisades Reservoir Mountain Vista No. 67,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094738_0026_1758997717275_photo.JPG,dji_fly_20250927_094738_0026_1758997717275_photo.JPG,8064,6048,48.8,landscape,21.4,,Palisades Reservoir Mountain Vista No. 68,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094806_0028_1758997718247_photo.JPG,dji_fly_20250927_094806_0028_1758997718247_photo.JPG,8064,6048,48.8,landscape,24.0,,Palisades Reservoir Mountain Vista No. 69,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094834_0029_1758997719227_photo.JPG,dji_fly_20250927_094834_0029_1758997719227_photo.JPG,8064,6048,48.8,landscape,23.6,,Palisades Reservoir Mountain Vista No. 70,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094906_0030_1758997637756_photo.JPG,dji_fly_20250927_094906_0030_1758997637756_photo.JPG,8192,6144,50.3,landscape,28.8,,Palisades Reservoir Mountain Vista No. 71,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_094944_0031_1758997639736_photo.JPG,dji_fly_20250927_094944_0031_1758997639736_photo.JPG,12288,6912,84.9,landscape,51.8,,Palisades Reservoir Mountain Vista No. 72,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_095030_0032_1758997641422_photo.JPG,dji_fly_20250927_095030_0032_1758997641422_photo.JPG,12288,6912,84.9,landscape,38.8,,Palisades Reservoir Mountain Vista No. 73,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_095210_0033_1758997642386_photo.JPG,dji_fly_20250927_095210_0033_1758997642386_photo.JPG,8192,6144,50.3,landscape,22.1,,Palisades Reservoir Mountain Vista No. 74,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_095234_0034_1758997643399_photo.JPG,dji_fly_20250927_095234_0034_1758997643399_photo.JPG,8064,6048,48.8,landscape,22.1,,Palisades Reservoir Mountain Vista No. 75,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100520_0035_1758997630831_photo.JPG,dji_fly_20250927_100520_0035_1758997630831_photo.JPG,12288,6912,84.9,landscape,35.5,,Palisades Reservoir Mountain Vista No. 76,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100532_0036_1758997632419_photo.JPG,dji_fly_20250927_100532_0036_1758997632419_photo.JPG,12288,6912,84.9,landscape,31.6,,Palisades Reservoir Mountain Vista No. 77,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100546_0037_1758997633933_photo.JPG,dji_fly_20250927_100546_0037_1758997633933_photo.JPG,12288,6912,84.9,landscape,28.8,,Palisades Reservoir Mountain Vista No. 78,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100628_0038_1758997635175_photo.JPG,dji_fly_20250927_100628_0038_1758997635175_photo.JPG,8064,6048,48.8,landscape,28.7,,Palisades Reservoir Mountain Vista No. 79,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100640_0039_1758997636407_photo.JPG,dji_fly_20250927_100640_0039_1758997636407_photo.JPG,8064,6048,48.8,landscape,28.9,,Palisades Reservoir Mountain Vista No. 80,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_100742_0040_1758997629309_photo.JPG,dji_fly_20250927_100742_0040_1758997629309_photo.JPG,12288,6912,84.9,landscape,30.6,,Palisades Reservoir Mountain Vista No. 81,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_101932_0041_1758997628100_photo.JPG,dji_fly_20250927_101932_0041_1758997628100_photo.JPG,8192,6144,50.3,landscape,21.8,,Palisades Reservoir Mountain Vista No. 82,39
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_102114_0042_1758997627195_photo.JPG,dji_fly_20250927_102114_0042_1758997627195_photo.JPG,12288,6912,84.9,landscape,40.9,,Palisades Reservoir Mountain Vista No. 83,45
Mountainscapes,"Palisades Reservoir, ID",2025-09-27,Mountainscapes/Palisades-Idaho_20250927/dji_fly_20250927_102150_0043_1758997625541_photo.JPG,dji_fly_20250927_102150_0043_1758997625541_photo.JPG,12288,6912,84.9,landscape,41.6,,Palisades Reservoir Mountain Vista No. 84,45
